Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change %,HPR,HL %,Mkt Cap ($B)
2020-03-23,223.14,224.6,213.43,218.02,326025200,0.0,0,-2.3,-2.56,5.23,196.78
2020-03-24,229.23,238.7,228.63,237.77,235494500,0.0,0,3.72,9.06,4.41,214.61
2020-03-25,239.45,250.68,234.45,241.33,299430300,0.0,0,0.78,1.5,6.92,217.82
2020-03-26,244.0,256.99,243.54,255.42,257632800,0.0,0,4.68,5.84,5.52,230.54
2020-03-27,247.67,255.04,245.5,247.81,224341200,0.0,0,0.06,-2.98,3.89,223.68
2020-03-30,250.04,256.62,247.92,255.86,171369500,0.0,0,2.33,3.25,3.51,230.94
2020-03-31,254.79,257.5,250.55,252.05,194881100,0.0,0,-1.08,-1.49,2.77,227.5
2020-04-01,242.49,251.96,238.5,240.7,189554600,0.0,0,-0.74,-4.5,5.64,217.26
2020-04-02,239.77,247.09,239.18,246.26,177660400,0.0,0,2.71,2.31,3.31,222.27
2020-04-03,245.21,247.72,239.79,242.7,135561200,0.0,0,-1.02,-1.45,3.3,219.06
2020-04-06,252.14,261.09,242.68,259.0,188061200,0.0,0,2.72,6.72,7.59,233.77
2020-04-07,268.14,268.94,259.03,259.26,201427200,0.0,0,-3.31,0.1,3.83,234.01
2020-04-08,262.03,269.89,259.38,267.97,153774500,0.0,0,2.27,3.36,4.05,241.87
2020-04-09,271.44,274.98,269.37,272.04,189999200,0.0,0,0.22,1.52,2.08,245.55
2020-04-13,271.01,271.37,265.4,269.56,114839100,0.0,0,-0.53,-0.91,2.25,243.31
2020-04-14,274.76,278.6,269.41,277.51,134143400,0.0,0,1.0,2.95,3.41,250.48
2020-04-15,271.43,277.66,269.37,271.61,121775000,0.0,0,0.07,-2.12,3.08,245.16
2020-04-16,272.97,273.83,269.66,272.92,131798300,0.0,0,-0.02,0.48,1.55,246.34
2020-04-17,279.07,280.94,276.15,280.3,146684800,0.0,0,0.44,2.7,1.74,253.0
2020-04-20,276.36,280.44,275.12,275.36,100109300,0.0,0,-0.36,-1.76,1.93,248.54
2020-04-21,270.61,271.89,266.0,267.0,126385700,0.0,0,-1.33,-3.04,2.21,240.99
2020-04-22,272.19,274.78,270.78,272.92,92951600,0.0,0,0.27,2.22,1.48,246.34
2020-04-23,274.28,277.66,272.58,272.91,104709700,0.0,0,-0.5,-0.01,1.86,246.32
2020-04-24,274.52,277.42,272.34,276.71,85063200,0.0,0,0.8,1.39,1.87,249.76
2020-04-27,278.81,281.89,278.32,280.7,77896600,0.0,0,0.68,1.44,1.28,253.36
2020-04-28,284.58,284.95,279.09,279.41,105270000,0.0,0,-1.82,-0.46,2.1,252.19
2020-04-29,285.08,288.36,283.98,286.72,118745600,0.0,0,0.58,2.62,1.54,258.8
2020-04-30,285.26,286.83,282.2,284.05,122901700,0.0,0,-0.42,-0.93,1.64,256.39
2020-05-01,279.0,284.23,275.29,276.53,125180000,0.0,0,-0.88,-2.65,3.25,249.6
2020-05-04,274.53,277.62,272.95,277.3,80873200,0.0,0,1.01,0.28,1.71,250.29
2020-05-05,280.3,282.85,277.43,279.86,79569900,0.0,0,-0.16,0.92,1.95,252.6
2020-05-06,281.67,282.08,277.5,277.96,73632600,0.0,0,-1.32,-0.68,1.65,250.89
2020-05-07,281.38,283.37,280.78,281.31,75250400,0.0,0,-0.02,1.21,0.92,253.91
2020-05-08,284.65,286.47,283.45,285.97,76452400,0.0,0,0.46,1.65,1.07,258.12
2020-05-11,283.92,287.5,283.47,286.03,79514200,0.0,0,0.74,0.02,1.42,258.17
2020-05-12,287.29,287.73,280.18,280.33,95870800,0.0,0,-2.42,-1.99,2.69,253.02
2020-05-13,279.73,280.84,272.79,275.37,144721100,0.0,0,-1.56,-1.77,2.95,248.55
2020-05-14,272.78,278.8,266.95,278.66,121977900,0.0,0,2.16,1.2,4.44,251.52
2020-05-15,276.12,279.99,275.12,279.95,111146300,0.0,0,1.38,0.46,1.77,252.68
2020-05-18,286.57,290.18,286.22,288.47,119703800,0.0,0,0.67,3.05,1.38,260.38
2020-05-19,287.84,289.66,285.49,285.51,95189300,0.0,0,-0.81,-1.03,1.46,257.7
2020-05-20,289.27,291.28,289.03,290.36,85861700,0.0,0,0.38,1.7,0.78,262.08
2020-05-21,290.22,291.08,287.19,288.36,78293900,0.0,0,-0.64,-0.69,1.36,260.27
2020-05-22,288.05,289.09,286.73,288.9,63958200,0.0,0,0.3,0.19,0.82,260.76
2020-05-26,295.25,295.5,288.92,292.46,88951400,0.0,0,-0.94,1.23,2.28,263.98
2020-05-27,295.44,296.85,290.3,296.81,104817400,0.0,0,0.47,1.49,2.26,267.9
2020-05-28,297.91,300.05,295.55,296.27,90405200,0.0,0,-0.55,-0.18,1.52,267.41
2020-05-29,295.77,298.21,292.84,297.59,119090800,0.0,0,0.61,0.45,1.83,268.6
2020-06-01,296.9,299.43,296.35,298.79,55758300,0.0,0,0.64,0.4,1.04,269.69
2020-06-02,299.77,301.31,298.35,301.26,74267200,0.0,0,0.5,0.83,0.99,271.92
2020-06-03,303.38,306.29,303.08,305.27,92567600,0.0,0,0.63,1.33,1.06,275.54
2020-06-04,304.23,306.07,302.24,304.47,75794400,0.0,0,0.08,-0.26,1.27,274.82
2020-06-05,310.21,314.16,310.14,312.27,150524700,0.0,0,0.67,2.56,1.3,281.86
2020-06-08,313.13,316.25,312.56,316.05,73641200,0.0,0,0.93,1.21,1.18,285.27
2020-06-09,313.21,316.13,312.29,313.69,77479200,0.0,0,0.15,-0.75,1.23,283.14
2020-06-10,314.31,315.26,311.18,311.94,95000800,0.0,0,-0.75,-0.56,1.31,281.56
2020-06-11,304.57,305.24,293.37,293.96,209243600,0.0,0,-3.48,-5.76,4.05,265.33
2020-06-12,301.42,302.24,291.99,297.48,194678900,0.0,0,-1.31,1.2,3.51,268.5
2020-06-15,291.43,301.46,290.17,300.26,135782700,0.0,0,3.03,0.93,3.89,271.01
2020-06-16,308.5,308.66,300.86,306.04,137627500,0.0,0,-0.8,1.92,2.59,276.23
2020-06-17,307.12,307.43,303.98,304.76,83398900,0.0,0,-0.77,-0.42,1.14,275.08
2020-06-18,303.15,305.39,302.66,304.88,80828700,0.0,0,0.57,0.04,0.9,275.19
2020-06-19,308.57,308.78,301.07,303.14,135549600,1.37,0,-1.76,-0.12,2.56,273.61
2020-06-22,302.5,305.51,301.28,305.08,74649400,0.0,0,0.85,0.64,1.4,275.37
2020-06-23,307.9,308.89,306.06,306.49,68471200,0.0,0,-0.46,0.46,0.93,276.64
2020-06-24,304.32,304.98,296.72,298.67,132813500,0.0,0,-1.86,-2.55,2.78,269.58
2020-06-25,298.06,302.16,295.91,301.87,89468000,0.0,0,1.28,1.07,2.11,272.47
2020-06-26,300.7,300.93,294.08,294.7,127961000,0.0,0,-2.0,-2.38,2.33,266.0
2020-06-29,296.04,299.18,293.6,299.03,79773300,0.0,0,1.01,1.47,1.9,269.91
2020-06-30,298.57,304.67,298.41,302.86,113394800,0.0,0,1.44,1.28,2.1,273.37
2020-07-01,304.05,306.33,303.56,304.99,72396500,0.0,0,0.31,0.7,0.91,275.28
2020-07-02,308.64,310.07,305.96,306.67,69344200,0.0,0,-0.64,0.55,1.35,276.8
2020-07-06,310.73,312.02,309.94,311.4,61713800,0.0,0,0.21,1.54,0.67,281.07
2020-07-07,309.76,311.86,307.78,308.19,82910000,0.0,0,-0.51,-1.03,1.32,278.17
2020-07-08,309.0,310.66,307.13,310.54,54638600,0.0,0,0.5,0.76,1.15,280.3
2020-07-09,311.19,311.45,305.14,308.78,83354200,0.0,0,-0.78,-0.57,2.07,278.7
2020-07-10,308.71,312.21,307.19,311.93,57550400,0.0,0,1.04,1.02,1.64,281.55
2020-07-13,314.42,316.96,308.53,309.23,102997500,0.0,0,-1.65,-0.87,2.73,279.11
2020-07-14,307.72,314.06,306.44,313.24,93657000,0.0,0,1.79,1.3,2.49,282.73
2020-07-15,316.66,317.28,313.58,316.11,87196500,0.0,0,-0.17,0.92,1.18,285.32
2020-07-16,314.09,315.55,313.4,315.07,54622500,0.0,0,0.31,-0.33,0.69,284.38
2020-07-17,316.14,316.82,314.04,315.99,62774900,0.0,0,-0.05,0.29,0.89,285.21
2020-07-20,315.7,319.34,314.91,318.54,56308800,0.0,0,0.9,0.81,1.41,287.51
2020-07-21,320.63,321.1,318.17,319.22,57292200,0.0,0,-0.44,0.21,0.92,288.13
2020-07-22,318.83,321.37,318.72,321.03,57792900,0.0,0,0.69,0.57,0.83,289.77
2020-07-23,320.65,321.4,315.75,317.2,75738000,0.0,0,-1.08,-1.19,1.79,286.31
2020-07-24,315.23,316.25,313.56,315.16,73766600,0.0,0,-0.02,-0.64,0.86,284.46
2020-07-27,315.9,317.65,315.05,317.46,48293000,0.0,0,0.49,0.73,0.82,286.54
2020-07-28,316.68,317.87,315.13,315.45,57495000,0.0,0,-0.39,-0.63,0.87,284.72
2020-07-29,316.38,319.92,316.34,319.33,48454200,0.0,0,0.93,1.23,1.13,288.22
2020-07-30,316.16,318.63,313.94,318.19,61861700,0.0,0,0.64,-0.36,1.49,287.19
2020-07-31,320.09,320.81,315.6,320.7,84986800,0.0,0,0.19,0.79,1.65,289.46
2020-08-03,322.47,323.75,321.89,322.93,53077900,0.0,0,0.14,0.7,0.58,291.48
2020-08-04,322.02,324.18,322.02,324.18,41917900,0.0,0,0.67,0.39,0.67,292.6
2020-08-05,325.56,326.47,325.28,326.19,42697700,0.0,0,0.19,0.62,0.37,294.42
2020-08-06,325.57,328.5,325.23,328.37,43679400,0.0,0,0.86,0.67,1.01,296.39
2020-08-07,327.34,328.91,326.38,328.61,57308300,0.0,0,0.39,0.07,0.78,296.6
2020-08-10,329.09,329.79,327.03,329.59,44282100,0.0,0,0.15,0.3,0.84,297.49
2020-08-11,330.85,331.52,326.09,326.87,69601100,0.0,0,-1.2,-0.83,1.67,295.03
2020-08-12,329.46,332.25,329.43,331.43,53774400,0.0,0,0.6,1.39,0.86,299.15
2020-08-13,330.61,332.22,329.84,330.83,41816100,0.0,0,0.07,-0.18,0.72,298.6
2020-08-14,330.41,331.41,329.64,330.84,47260400,0.0,0,0.13,0.0,0.54,298.61
2020-08-17,331.92,332.31,330.85,331.89,35481000,0.0,0,-0.01,0.32,0.44,299.56
2020-08-18,332.31,333.06,330.61,332.6,38733900,0.0,0,0.09,0.22,0.74,300.21
2020-08-19,333.01,333.56,330.62,331.22,68054200,0.0,0,-0.54,-0.42,0.89,298.96
2020-08-20,329.38,332.76,329.25,332.25,42207800,0.0,0,0.87,0.31,1.07,299.89
2020-08-21,331.9,333.67,331.53,333.43,55106600,0.0,0,0.46,0.35,0.64,300.95
2020-08-24,336.02,336.89,333.4,336.81,48588700,0.0,0,0.23,1.01,1.05,304.0
2020-08-25,337.41,338.08,336.17,337.99,38463400,0.0,0,0.17,0.35,0.57,305.07
2020-08-26,338.62,341.66,338.04,341.38,50790200,0.0,0,0.82,1.0,1.07,308.13
2020-08-27,342.3,343.66,340.35,342.12,58034100,0.0,0,-0.05,0.22,0.97,308.8
2020-08-28,343.21,344.47,341.95,344.33,48588900,0.0,0,0.33,0.65,0.74,310.79
2020-08-31,344.11,345.04,342.84,343.08,66099200,0.0,0,-0.3,-0.36,0.64,309.67
2020-09-01,343.97,346.42,343.02,346.32,54908700,0.0,0,0.68,0.94,0.99,312.58
2020-09-02,348.35,352.36,347.13,351.32,69540000,0.0,0,0.85,1.45,1.51,317.11
2020-09-03,349.53,350.03,336.48,339.23,148011100,0.0,0,-2.94,-3.44,4.03,306.19
2020-09-04,339.96,341.63,328.9,336.46,139156300,0.0,0,-1.03,-0.82,3.87,303.69
2020-09-08,330.71,336.53,326.95,327.27,114465300,0.0,0,-1.04,-2.73,2.93,295.4
2020-09-09,331.53,336.36,330.61,333.73,91462300,0.0,0,0.66,1.97,1.74,301.23
2020-09-10,335.73,336.43,326.92,327.94,90569500,0.0,0,-2.32,-1.74,2.91,296.0
2020-09-11,329.83,330.96,325.1,328.11,84680200,0.0,0,-0.52,0.05,1.8,296.15
2020-09-14,331.48,334.31,328.26,332.43,65605700,0.0,0,0.29,1.32,1.84,300.05
2020-09-15,335.04,335.92,332.44,334.11,52920900,0.0,0,-0.28,0.51,1.05,301.57
2020-09-16,335.42,336.95,332.49,332.78,82096000,0.0,0,-0.79,-0.4,1.34,300.37
2020-09-17,327.62,331.68,327.06,329.85,91523300,0.0,0,0.68,-0.88,1.41,297.73
2020-09-18,330.71,330.83,323.41,326.06,105877900,1.34,0,-1.41,-0.75,2.29,294.3
2020-09-21,321.18,322.59,317.26,322.43,99450800,0.0,0,0.39,-1.11,1.68,291.02
2020-09-22,324.01,326.3,321.33,325.71,63612100,0.0,0,0.53,1.02,1.55,293.99
2020-09-23,326.3,326.6,317.63,318.16,93112200,0.0,0,-2.5,-2.32,2.83,287.17
2020-09-24,316.76,322.26,315.36,319.01,76681300,0.0,0,0.71,0.27,2.19,287.94
2020-09-25,318.1,325.0,317.17,324.16,71069400,0.0,0,1.91,1.62,2.47,292.59
2020-09-28,328.59,330.31,327.54,329.55,64584600,0.0,0,0.29,1.66,0.85,297.45
2020-09-29,329.33,330.12,327.01,327.75,51304000,0.0,0,-0.48,-0.54,0.95,295.83
2020-09-30,328.46,333.59,328.26,330.24,104081100,0.0,0,0.54,0.76,1.63,298.07
2020-10-01,333.0,334.03,330.36,332.36,88698700,0.0,0,-0.19,0.64,1.11,299.99
2020-10-02,327.09,332.33,326.59,329.2,89431100,0.0,0,0.65,-0.95,1.76,297.14
2020-10-05,331.39,335.24,331.34,335.04,45713100,0.0,0,1.1,1.77,1.18,302.41
2020-10-06,335.19,337.42,329.74,330.28,90128900,0.0,0,-1.47,-1.42,2.33,298.11
2020-10-07,333.42,336.88,333.39,336.03,56999600,0.0,0,0.78,1.74,1.05,303.3
2020-10-08,338.09,339.07,337.11,339.0,45242500,0.0,0,0.27,0.89,0.58,305.99
2020-10-09,340.76,342.53,340.1,342.03,59528600,0.0,0,0.37,0.89,0.71,308.72
2020-10-12,344.73,349.1,344.21,347.53,80388500,0.0,0,0.81,1.61,1.42,313.68
2020-10-13,347.39,347.57,344.24,345.27,73255500,0.0,0,-0.61,-0.65,0.97,311.64
2020-10-14,345.88,347.04,342.32,343.1,57727900,0.0,0,-0.8,-0.63,1.38,309.68
2020-10-15,338.94,343.19,338.36,342.67,60357700,0.0,0,1.1,-0.12,1.43,309.3
2020-10-16,344.11,345.88,342.28,342.47,89501900,0.0,0,-0.48,-0.06,1.05,309.11
2020-10-19,343.81,344.48,336.3,337.26,68425600,0.0,0,-1.9,-1.52,2.43,304.41
2020-10-20,338.69,342.06,337.88,338.61,60051900,0.0,0,-0.02,0.4,1.24,305.63
2020-10-21,338.56,340.87,337.64,337.97,63575000,0.0,0,-0.17,-0.19,0.96,305.05
2020-10-22,338.2,340.44,335.92,339.82,55399300,0.0,0,0.48,0.55,1.35,306.72
2020-10-23,341.12,341.18,338.36,340.98,49143900,0.0,0,-0.04,0.34,0.83,307.77
2020-10-26,337.38,338.22,330.96,334.68,91473000,0.0,0,-0.8,-1.85,2.19,302.08
2020-10-27,335.04,335.4,333.3,333.52,65994100,0.0,0,-0.45,-0.34,0.63,301.04
2020-10-28,327.49,333.55,321.6,322.12,127094300,0.0,0,-1.64,-3.42,3.72,290.75
2020-10-29,322.37,328.77,320.57,325.4,90597700,0.0,0,0.94,1.02,2.56,293.7
2020-10-30,323.72,325.11,318.12,322.0,120287300,0.0,0,-0.53,-1.04,2.2,290.64
2020-11-02,325.61,327.74,322.69,325.61,86068300,0.0,0,0.0,1.12,1.56,293.9
2020-11-03,329.05,333.55,325.7,331.36,93294200,0.0,0,0.7,1.77,2.41,299.09
2020-11-04,336.13,343.11,334.87,338.77,126959700,0.0,0,0.79,2.23,2.46,305.77
2020-11-05,344.39,347.3,344.01,345.37,82039700,0.0,0,0.29,1.95,0.95,311.74
2020-11-06,345.07,346.63,342.82,345.3,74973000,0.0,0,0.07,-0.02,1.11,311.66
2020-11-09,358.91,359.32,349.14,349.63,172304200,0.0,0,-2.59,1.26,2.91,315.58
2020-11-10,348.58,350.25,345.64,349.12,85552000,0.0,0,0.16,-0.15,1.33,315.12
2020-11-11,351.45,352.59,350.13,351.72,58649000,0.0,0,0.08,0.74,0.7,317.46
2020-11-12,350.64,351.76,346.38,348.3,67546200,0.0,0,-0.67,-0.97,1.55,314.38
2020-11-13,350.33,353.91,349.78,353.13,62892200,0.0,0,0.8,1.38,1.18,318.73
2020-11-16,355.97,357.74,354.59,357.53,74541100,0.0,0,0.44,1.25,0.89,322.71
2020-11-17,354.97,356.89,353.36,355.61,66111000,0.0,0,0.18,-0.54,1.0,320.97
2020-11-18,355.9,356.48,351.29,351.33,70591300,0.0,0,-1.28,-1.2,1.48,317.11
2020-11-19,350.66,353.2,349.23,352.81,59940900,0.0,0,0.61,0.42,1.14,318.45
2020-11-20,352.53,352.75,350.32,350.39,70417300,0.0,0,-0.61,-0.68,0.7,316.27
2020-11-23,352.32,353.84,349.94,352.49,63230600,0.0,0,0.05,0.6,1.11,318.16
2020-11-24,355.21,358.76,354.3,358.17,62415900,0.0,0,0.84,1.61,1.26,323.29
2020-11-25,358.09,358.12,356.46,357.62,45330900,0.0,0,-0.13,-0.15,0.46,322.79
2020-11-27,358.79,359.12,357.54,358.62,28514100,0.0,0,-0.05,0.28,0.44,323.69
2020-11-30,357.79,358.08,354.18,357.03,83872700,0.0,0,-0.21,-0.44,1.1,322.26
2020-12-01,360.49,362.57,359.86,360.94,74231400,0.0,0,0.12,1.09,0.75,325.78
2020-12-02,359.75,361.86,359.14,361.69,45927000,0.0,0,0.54,0.21,0.76,326.47
2020-12-03,361.59,363.08,360.42,361.6,62882000,0.0,0,0.0,-0.03,0.74,326.38
2020-12-04,362.22,364.71,362.12,364.71,50749900,0.0,0,0.69,0.86,0.72,329.19
2020-12-07,363.89,364.49,362.61,363.96,48944300,0.0,0,0.02,-0.21,0.52,328.51
2020-12-08,362.61,365.63,362.56,365.03,42458900,0.0,0,0.67,0.29,0.85,329.47
2020-12-09,365.73,365.9,360.87,361.75,74098300,0.0,0,-1.09,-0.9,1.39,326.52
2020-12-10,360.29,362.75,359.37,361.64,57735400,0.0,0,0.37,-0.03,0.94,326.41
2020-12-11,359.83,361.65,358.21,361.21,57698600,0.0,0,0.38,-0.12,0.96,326.03
2020-12-14,363.52,364.66,359.41,359.59,69216200,0.0,0,-1.08,-0.45,1.46,324.57
2020-12-15,362.3,364.46,360.84,364.46,63865300,0.0,0,0.6,1.35,1.0,328.96
2020-12-16,364.68,366.0,363.75,365.03,58420500,0.0,0,0.09,0.16,0.62,329.47
2020-12-17,366.77,367.29,365.9,367.07,64119500,0.0,0,0.08,0.56,0.38,331.32
2020-12-18,367.38,367.55,363.46,365.6,136542300,1.58,0,-0.48,0.03,1.13,329.99
2020-12-21,361.43,374.79,358.52,364.3,96386700,0.0,0,0.79,-0.36,4.54,328.81
2020-12-22,364.64,364.76,362.48,363.68,47949000,0.0,0,-0.26,-0.17,0.63,328.26
2020-12-23,364.71,366.04,363.66,364.01,46201400,0.0,0,-0.19,0.09,0.65,328.55
2020-12-24,364.51,365.46,363.89,365.43,26457900,0.0,0,0.25,0.39,0.43,329.83
2020-12-28,368.14,368.98,367.48,368.56,39000400,0.0,0,0.12,0.86,0.41,332.67
2020-12-29,370.19,370.38,367.24,367.86,53680500,0.0,0,-0.63,-0.19,0.85,332.03
2020-12-30,368.73,369.49,367.97,368.39,49455300,0.0,0,-0.09,0.14,0.41,332.51
2020-12-31,368.18,371.03,367.63,370.26,78520700,0.0,0,0.56,0.51,0.92,334.19
2021-01-04,371.67,371.81,361.29,365.22,110210800,0.0,0,-1.74,-1.36,2.91,329.65
2021-01-05,364.53,368.89,364.48,367.73,66426200,0.0,0,0.88,0.69,1.21,331.92
2021-01-06,366.13,373.33,365.54,369.93,107997700,0.0,0,1.04,0.6,2.13,333.9
2021-01-07,372.46,376.22,372.27,375.43,68766800,0.0,0,0.8,1.49,1.06,338.86
2021-01-08,376.9,377.79,373.45,377.57,71677200,0.0,0,0.18,0.57,1.16,340.79
2021-01-11,374.19,376.89,374.06,375.02,51034700,0.0,0,0.22,-0.67,0.76,338.49
2021-01-12,375.22,376.18,372.71,375.1,52547700,0.0,0,-0.03,0.02,0.93,338.57
2021-01-13,375.02,377.17,374.19,376.11,45303600,0.0,0,0.29,0.27,0.8,339.48
2021-01-14,376.9,377.44,374.44,374.79,49989100,0.0,0,-0.56,-0.35,0.8,338.29
2021-01-15,373.07,373.92,370.08,372.06,107160000,0.0,0,-0.27,-0.73,1.04,335.82
2021-01-19,374.67,375.56,373.1,374.98,51233300,0.0,0,0.08,0.79,0.66,338.46
2021-01-20,377.42,381.06,377.0,380.17,61836100,0.0,0,0.73,1.38,1.08,343.14
2021-01-21,380.77,381.22,379.54,380.52,47840100,0.0,0,-0.07,0.09,0.44,343.46
2021-01-22,378.55,380.41,378.14,379.17,52860500,0.0,0,0.16,-0.35,0.6,342.24
2021-01-25,379.95,381.04,374.79,380.67,70402000,0.0,0,0.19,0.39,1.67,343.59
2021-01-26,381.68,382.11,379.82,380.07,42665300,0.0,0,-0.42,-0.16,0.6,343.05
2021-01-27,376.54,376.64,368.41,370.78,123351100,0.0,0,-1.53,-2.44,2.23,334.67
2021-01-28,372.71,378.23,372.25,373.97,94198100,0.0,0,0.34,0.86,1.61,337.55
2021-01-29,371.99,373.02,364.7,366.48,126765100,0.0,0,-1.48,-2.0,2.28,330.79
2021-02-01,370.1,373.68,366.79,372.59,75817600,0.0,0,0.67,1.66,1.88,336.3
2021-02-02,375.97,379.51,372.67,377.85,64450700,0.0,0,0.5,1.41,1.83,341.05
2021-02-03,378.74,379.98,376.79,378.15,52427100,0.0,0,-0.15,0.08,0.85,341.32
2021-02-04,379.25,382.5,378.27,382.45,47142600,0.0,0,0.84,1.14,1.12,345.2
2021-02-05,384.44,384.71,382.4,383.95,48669800,0.0,0,-0.13,0.39,0.6,346.56
2021-02-08,385.5,386.78,384.59,386.73,38365200,0.0,0,0.32,0.72,0.57,349.06
2021-02-09,385.84,387.1,385.4,386.47,35551100,0.0,0,0.16,-0.07,0.44,348.83
2021-02-10,388.32,388.48,383.75,386.3,59154400,0.0,0,-0.52,-0.04,1.23,348.68
2021-02-11,387.45,387.9,384.34,386.93,42913300,0.0,0,-0.14,0.16,0.93,349.24
2021-02-12,386.07,389.09,385.99,388.84,50593300,0.0,0,0.72,0.49,0.8,350.96
2021-02-16,390.14,390.35,387.74,388.5,50972400,0.0,0,-0.42,-0.09,0.67,350.66
2021-02-17,386.64,388.86,385.56,388.59,52290600,0.0,0,0.5,0.02,0.86,350.74
2021-02-18,385.82,387.73,383.98,386.93,59712800,0.0,0,0.29,-0.43,0.97,349.25
2021-02-19,388.27,388.58,385.78,386.25,83241000,0.0,0,-0.52,-0.18,0.73,348.63
2021-02-22,383.31,385.85,382.99,383.28,67414200,0.0,0,-0.01,-0.77,0.74,345.95
2021-02-23,380.93,385.18,376.52,383.75,107284100,0.0,0,0.74,0.12,2.3,346.37
2021-02-24,382.59,388.43,381.54,387.97,72433900,0.0,0,1.41,1.1,1.81,350.19
2021-02-25,386.63,388.08,377.09,378.63,146670500,0.0,0,-2.07,-2.41,2.92,341.75
2021-02-26,380.63,381.84,374.57,376.68,152701600,0.0,0,-1.04,-0.52,1.94,339.99
2021-03-01,381.85,387.13,376.88,385.81,105348800,0.0,0,1.03,2.42,2.72,348.23
2021-03-02,386.04,386.29,382.26,382.8,79595300,0.0,0,-0.84,-0.78,1.05,345.51
2021-03-03,382.05,383.08,377.62,377.73,119940200,0.0,0,-1.13,-1.32,1.45,340.93
2021-03-04,377.53,380.28,368.28,373.05,183433000,0.0,0,-1.19,-1.24,3.26,336.72
2021-03-05,376.77,381.03,369.03,379.91,152039600,0.0,0,0.83,1.84,3.25,342.91
2021-03-08,380.93,383.92,377.73,378.02,123149200,0.0,0,-0.76,-0.5,1.64,341.2
2021-03-09,382.11,386.13,381.58,383.42,113633600,0.0,0,0.34,1.43,1.19,346.07
2021-03-10,385.91,387.61,384.41,385.81,109899400,0.0,0,-0.03,0.62,0.83,348.23
2021-03-11,388.43,391.82,387.95,389.72,86245000,0.0,0,0.33,1.01,1.0,351.76
2021-03-12,388.27,390.39,387.41,390.24,64653600,0.0,0,0.51,0.13,0.77,352.23
2021-03-15,390.51,392.85,388.23,392.57,73427200,0.0,0,0.53,0.6,1.19,354.33
2021-03-16,393.22,393.98,391.25,392.07,73722500,0.0,0,-0.29,-0.13,0.7,353.89
2021-03-17,390.71,394.26,389.49,393.41,97959300,0.0,0,0.69,0.34,1.23,355.09
2021-03-18,390.66,392.88,386.96,387.69,115349100,0.0,0,-0.76,-1.45,1.53,349.93
2021-03-19,387.37,389.05,384.66,386.97,113624500,1.28,0,-0.1,0.14,1.14,349.28
2021-03-22,387.52,391.53,387.46,390.06,73778600,0.0,0,0.66,0.8,1.05,352.07
2021-03-23,389.38,390.92,386.16,386.99,90686600,0.0,0,-0.61,-0.79,1.24,349.3
2021-03-24,388.48,390.22,384.97,385.02,97588600,0.0,0,-0.89,-0.51,1.36,347.52
2021-03-25,383.49,388.03,381.43,387.19,116128600,0.0,0,0.96,0.56,1.73,349.48
2021-03-26,388.41,393.86,387.78,393.43,114409100,0.0,0,1.29,1.61,1.57,355.11
2021-03-29,391.86,394.19,390.28,393.23,108107600,0.0,0,0.35,-0.05,1.0,354.93
2021-03-30,391.88,392.9,390.49,392.19,76262200,0.0,0,0.08,-0.27,0.62,353.99
2021-03-31,392.79,395.44,392.76,393.78,112734200,0.0,0,0.25,0.41,0.68,355.42
2021-04-01,395.83,398.09,395.61,398.03,99682900,0.0,0,0.55,1.08,0.63,359.26
2021-04-05,400.86,404.32,400.78,403.74,91684800,0.0,0,0.72,1.44,0.88,364.42
2021-04-06,403.15,404.62,402.79,403.5,62021000,0.0,0,0.09,-0.06,0.45,364.2
2021-04-07,403.32,404.34,402.84,403.97,55836300,0.0,0,0.16,0.12,0.37,364.62
2021-04-08,405.3,405.95,404.31,405.89,57863100,0.0,0,0.14,0.47,0.41,366.35
2021-04-09,405.76,409.02,405.63,408.84,61104600,0.0,0,0.76,0.73,0.84,369.02
2021-04-12,408.2,409.28,407.56,408.99,56704900,0.0,0,0.19,0.04,0.42,369.15
2021-04-13,408.88,410.87,408.47,410.2,56551000,0.0,0,0.32,0.3,0.59,370.25
2021-04-14,410.17,411.29,408.22,408.8,61659900,0.0,0,-0.33,-0.34,0.75,368.98
2021-04-15,411.07,413.48,411.02,413.19,60229800,0.0,0,0.51,1.07,0.6,372.95
2021-04-16,414.56,415.22,413.05,414.57,82037300,0.0,0,0.0,0.33,0.52,374.19
2021-04-19,413.58,414.05,411.12,412.53,78498500,0.0,0,-0.25,-0.49,0.71,372.35
2021-04-20,411.24,412.42,407.94,409.51,81851800,0.0,0,-0.42,-0.73,1.1,369.63
2021-04-21,408.86,413.61,408.71,413.39,66793000,0.0,0,1.11,0.95,1.2,373.12
2021-04-22,413.21,414.09,408.48,409.61,97582800,0.0,0,-0.87,-0.91,1.37,369.72
2021-04-23,410.21,415.55,410.13,414.05,73209200,0.0,0,0.94,1.08,1.32,373.73
2021-04-26,414.75,415.53,414.12,414.92,52182400,0.0,0,0.04,0.21,0.34,374.51
2021-04-27,415.24,415.45,413.62,414.83,51303100,0.0,0,-0.1,-0.02,0.44,374.43
2021-04-28,415.12,416.31,414.21,414.71,51238900,0.0,0,-0.1,-0.03,0.51,374.32
2021-04-29,417.61,418.01,413.76,417.35,78544300,0.0,0,-0.06,0.64,1.03,376.7
